regid,smiles,Pgood
S21825,O=C1C=CSC2=NN=CC(=O)N12,0.8
S21826,O=C1C=NNC2=NN=CC(=O)N12,0.89
S2183,O=C1C(=O)C(=O)c2[nH]cnc2C1=O,0.85
S21830,O=C1C=NSC2=NN=CC(=O)N12,0.74
S21834,O=C1C=NN=C2NN=NC(=O)N12,0.82
S21836,O=C1C=NN=C2ON=NC(=O)N12,0.72
S21838,O=C1C=NN=C2SN=NC(=O)N12,0.69
S21843,O=C1NC(=O)N2C(=O)C=NN=C2S1,0.8
S21859,O=C1SC(=O)N2C(=O)C=NN=C2S1,0.69
S2186,O=C1NC(=O)c2[nH]cnc2O1,0.72
S2189,O=C1NC(=O)n2cncc2O1,0.96
S219,c1cc2[nH]ccc2[nH]1,0.96
S2192,O=C1NC(=O)c2[nH]cnc2S1,0.54
S2194,O=C1NC(=O)n2ccnc2S1,0.96
S22,O=C1NC=NS1,0.88
S220,c1cc2cc[nH]n2c1,0.98
S221,c1cc2[nH]ccn2c1,0.99
S2210,O=C1OC(=O)c2[nH]cnc2O1,0.61
S222,c1cc2c[nH]cc2[nH]1,1.0
S223,o1ccc2cc[nH]c12,1.0
S2233,O=C1OC(=O)n2ccnc2S1,0.65
S224,o1ccc2[nH]ccc12,0.96
S2242,O=C1SC(=O)n2ccnc2S1,0.92
S2246,o1cnc2c[nH]cc12,0.98
S2247,o1cc2ocnc2c1,0.93
S2248,o1cnc2cscc12,0.97
S2249,o1cnc2c[nH]nc12,0.98
S225,o1ccc2cccn12,0.97
S2250,o1cnc2n[nH]cc12,0.98
S2251,o1cc2ncoc2n1,0.95
S2252,o1cc2ocnc2n1,0.96
S2253,o1cnc2csnc12,0.93
S2254,o1cnc2nscc12,0.94
S2255,o1cnc2ncoc12,0.93
S2256,o1cnc2ocnc12,0.95
S2257,o1cnc2ncsc12,0.96
S2258,o1cnc2scnc12,0.97
S2259,o1cnc2nn[nH]c12,0.96
S226,o1ccn2cccc12,0.94
S2260,o1cnc2[nH]nnc12,0.96
S2261,o1cnc2n[nH]nc12,0.96
S2262,o1cnc2nnoc12,0.93
S2263,o1cnc2onnc12,0.95
S2264,o1cnc2nnsc12,0.94
S2265,o1cnc2snnc12,0.94
S2266,O=C1C(=O)c2ocnc2C1=O,0.94
S2267,o1nc2ocnc2n1,0.95
S2268,o1cnc2nsnc12,0.95
S2269,O=C1Nc2ocnc2N1,0.94
S227,o1cc2cc[nH]c2c1,1.0
S2270,O=C1Nc2ncoc2O1,0.76
S2271,O=C1Nc2ocnc2O1,0.86
S2274,o1cnc2ccccc12,0.96
S2275,o1cnc2cnccc12,0.97
S2276,o1cnc2ccncc12,0.97
S2277,o1cnc2cccnc12,0.96
S2278,o1cnc2ncccc12,0.96
S2279,o1cnc2nnccc12,0.96
S228,c1cc2ccsc2[nH]1,0.99
S2280,o1cnc2ccnnc12,0.96
S2281,o1cnc2cnncc12,0.97
S2282,O=C1NC=Cc2ocnc12,0.96
S2283,O=C1NC=Cc2ncoc12,0.99
S22834,O=C1NC(=O)N2NC=CC2=N1,0.89
S22835,O=C1NC(=O)N2C=CNC2=N1,0.92
S22836,O=C1NC(=O)N2OC=CC2=N1,0.93
S22837,O=C1NC(=O)N2C=COC2=N1,0.88
S22839,O=C1NC(=O)N2C=CSC2=N1,0.92
S2284,O=C1Nc2ocnc2C=C1,0.94
S22840,O=C1NC(=O)N2NN=CC2=N1,0.89
S22841,O=C1NC(=O)N2C=NNC2=N1,0.72
S22843,O=C1NC(=O)N2C=NOC2=N1,0.54
S22846,O=C1NC(=O)N2NC=NC2=N1,0.87
S22847,O=C1NC(=O)N2N=CNC2=N1,0.94
S22849,O=C1NC(=O)N2N=COC2=N1,0.94
S2285,O=C1Nc2ncoc2C=C1,0.96
S22851,O=C1NC(=O)N2N=CSC2=N1,0.94
S22853,O=C1NC(=O)N2N=NNC2=N1,0.94
S22859,O=C1NN2C(=O)NC(=O)N=C2N1,0.94
S2286,O=C1NC=C2N=COC2=C1,0.83
S22861,O=C1NN2C(=O)NC(=O)N=C2O1,0.89
S22863,O=C1NN2C(=O)NC(=O)N=C2S1,0.88
S22864,O=C1NC(=O)N2C=CC=CC2=N1,0.89
S22865,O=C1NC(=O)N2C=CN=CC2=N1,0.89
S22866,O=C1NC(=O)N2C=NC=CC2=N1,0.89
S22867,O=C1NC(=O)N2N=CC=CC2=N1,0.94
S22868,O=C1NC(=O)N2C=CC=NC2=N1,0.87
S2287,O=C1NC=C2OC=NC2=C1,0.83
S22870,O=C1NC(=O)N2N=NC=CC2=N1,0.93
S22871,O=C1NC(=O)N2C=NN=CC2=N1,0.71
S22872,O=C1NC(=O)N2C=CNC(=O)C2=N1,0.91
S22873,O=C1NC(=O)N2C(=O)NC=CC2=N1,0.92
S22874,O=C1NN2C(=O)NC(=O)N=C2C=C1,0.88
S22875,O=C1NC2=NC(=O)NC(=O)N2C=C1,0.93
S22879,O=C1OC2=NC(=O)NC(=O)N2C=C1,0.8
S2288,O=C1OC=Cc2ocnc12,0.9
S22884,O=C1NC(=O)N2C=NC=NC2=N1,0.82
S22885,O=C1NC(=O)N2N=CN=CC2=N1,0.94
S22889,O=C1NC(=O)N2C(=O)NN=CC2=N1,0.77
S2289,O=C1OC=Cc2ncoc12,0.94
S22890,O=C1NC2=NC(=O)NC(=O)N2C=N1,0.82
S22891,O=C1NN2C(=O)NC(=O)N=C2C=N1,0.91
S22892,O=C1NC(=O)N2C=NOC(=O)C2=N1,0.52
S22894,O=C1NC(=O)N2C=NC(=O)OC2=N1,0.51
S22898,O=C1NC(=O)N2C=NC(=O)SC2=N1,0.81
S229,c1cc2sccc2[nH]1,0.99
S2290,O=C1Oc2ocnc2C=C1,0.9
S22900,O=C1NN2C(=O)NC(=O)N=C2N=C1,0.93
S22901,O=C1NC2=NC(=O)NC(=O)N2N=C1,0.93
S22905,O=C1NC(=O)N2C(=O)NC(=O)N=C2N1,0.95
S22906,O=C1NC(=O)N2NC(=O)C(=O)NC2=N1,0.9
S22909,O=C1NC(=O)N2NC(=O)C(=O)OC2=N1,0.52
S2291,O=C1Oc2ncoc2C=C1,0.9
S22913,O=C1NC(=O)N2NC(=O)C(=O)SC2=N1,0.78
S22915,O=C1NC(=O)N2C(=O)C=CNC2=N1,0.92
S22917,O=C1NC(=O)N2C(=O)N=CNC2=N1,0.9
S22919,O=C1NC(=O)N2N=CC=NC2=N1,0.94
S2292,O=C1OC=C2N=COC2=C1,0.87
S22920,O=C1NC(=O)N2N=NC=NC2=N1,0.93
S22922,O=C1NC(=O)N2C(=O)NC=NC2=N1,0.9
S2293,O=C1OC=C2OC=NC2=C1,0.87
S2294,O=C1SC=Cc2ocnc12,0.9
S22943,O=C1NC(=O)N2C(=O)C=COC2=N1,0.88
S22948,O=C1NC(=O)N2C(=O)C=CSC2=N1,0.92
S22949,O=C1NC(=O)N2C(=O)C=NNC2=N1,0.77
S2295,O=C1SC=Cc2ncoc12,0.54
S22964,O=C1NC(=O)N2C(=O)NC(=O)N=C2O1,0.89
S22966,O=C1NC(=O)N2C(=O)NC(=O)N=C2S1,0.88
S23,c1nnc[nH]1,0.98
S230,c1cc2ccsn2c1,0.94
S2300,o1cnc2ncncc12,0.97
S2301,o1cnc2cncnc12,0.96
S2302,o1cnc2nnncc12,0.97
S2303,o1cnc2cnnnc12,0.96
S2304,O=C1NN=Cc2ocnc12,0.96
S2305,O=C1NN=Cc2ncoc12,0.96
S2307,O=C1NN=C2OC=NC2=C1,0.9
S2308,O=C1Nc2ncoc2C=N1,0.96
S2309,O=C1Nc2ocnc2C=N1,0.94
S231,c1cc2sccn2c1,0.98
S2310,O=C1NC=C2OC=NC2=N1,0.82
S2311,O=C1NC=C2N=COC2=N1,0.82
S2312,O=C1ON=Cc2ocnc12,0.86
S2313,O=C1ON=Cc2ncoc12,0.8
S2316,O=C1Oc2ncoc2C=N1,0.89
S232,c1cc2cscc2[nH]1,0.99
S2320,O=C1SN=Cc2ocnc12,0.89
S2321,O=C1SN=Cc2ncoc12,0.54
S23268,O=C1ON=C2C=CON2C1=O,0.93
S23273,O=C1ON=C2NN=CN2C1=O,0.71
S2328,O=C1Nc2ocnc2N=C1,0.94
S2329,O=C1Nc2ncoc2N=C1,0.97
S233,c1cc2cn[nH]c2[nH]1,1.0
S2330,O=C1Nc2ocnc2N=N1,0.94
S23303,O=C1ON=C2C=NN=CN2C1=O,0.86
S2331,O=C1Nc2ncoc2N=N1,0.97
S2332,O=C1NC(=O)c2ncoc2N1,0.94
S23320,O=C1NN=CN2C(=O)C(=O)ON=C12,0.71
S23321,O=C1NN=CC2=NOC(=O)C(=O)N12,0.71
S2333,O=C1NC(=O)c2ocnc2N1,0.97
S2334,O=C1Nc2ocnc2NC1=O,0.94
S2335,O=C1Nc2ocnc2C(=O)O1,0.86
S2336,O=C1Nc2ncoc2C(=O)O1,0.88
S23366,O=C1NN=NC2=NOC(=O)C(=O)N12,0.71
S2337,O=C1Nc2ocnc2OC1=O,0.86
S23381,O=C1ON=C2NN=CC(=O)N2C1=O,0.71
S23389,O=C1ON=C2NN=NC(=O)N2C1=O,0.71
S2339,O=C1Nc2ocnc2C(=O)S1,0.94
S234,c1cc2[nH]ncc2[nH]1,0.98
S2340,O=C1Nc2ncoc2C(=O)S1,0.97
S23400,O=C1ON2C(=NOC(=O)C2=O)O1,0.53
S23405,O=C1ON2C(=O)C(=O)ON=C2C(=O)O1,0.53
S23418,O=C1OC(=O)N2OC=CC2=N1,0.93
S23420,O=C1OC(=O)N2SC=CC2=N1,0.52
S2343,O=C1C=CNc2ncoc12,0.99
S2344,O=C1C=CNc2ocnc12,0.95
S2345,O=C1N=CNc2ncoc12,0.99
S2346,O=C1N=CNc2ocnc12,0.95
S2347,o1cnc2nccnc12,0.95
S2348,o1cnc2ncnnc12,0.95
S2349,o1cnc2nncnc12,0.95
S235,c1cc2cn[nH]n2c1,0.98
S2350,O=C1NC=Nc2ncoc12,0.99
S2351,O=C1NC=Nc2ocnc12,0.99
S2353,O=C1Oc2ncoc2N=C1,0.8
S2354,O=C1OC=Nc2ncoc12,0.94
S2355,O=C1OC=Nc2ocnc12,0.94
S23555,O=C1ON2C(=O)OC(=O)N=C2C(=O)O1,0.53
S23568,O=C1SN=C2C=CON2C1=O,0.93
S2358,O=C1SC=Nc2ncoc12,0.54
S2359,O=C1SC=Nc2ocnc12,0.54
S236,c1cc2[nH]ncn2c1,0.99
S2360,o1cnc2nnnnc12,0.95
S23603,O=C1SN=C2C=NN=CN2C1=O,0.79
S2361,O=C1NN=C2N=COC2=N1,0.87
S2362,O=C1NN=C2OC=NC2=N1,0.87
S2367,O=C1NN=Nc2ocnc12,0.96
S2368,O=C1NN=Nc2ncoc12,0.7
S237,c1cc2c[nH]nc2[nH]1,1.0
S23705,O=C1ON2C(=O)C(=O)SN=C2C(=O)O1,0.52
S23718,O=C1SC(=O)N2OC=CC2=N1,0.93
S23720,O=C1SC(=O)N2SC=CC2=N1,0.52
S23721,O=C1SC(=O)N2C=CSC2=N1,0.95
S23725,O=C1SC(=O)N2C=NOC2=N1,0.55
S23727,O=C1SC(=O)N2C=NSC2=N1,0.84
S2373,O=C1SN=Nc2ocnc12,0.54
S2374,O=C1SN=Nc2ncoc12,0.54
S23746,O=C1SC(=O)N2C=CC=CC2=N1,0.89
S23747,O=C1SC(=O)N2C=CN=CC2=N1,0.85
S23748,O=C1SC(=O)N2C=NC=CC2=N1,0.89
S23750,O=C1SC(=O)N2C=CC=NC2=N1,0.61
S23753,O=C1SC(=O)N2C=NN=CC2=N1,0.67
S23765,O=C1SC2=NC(=O)SC(=O)N2C=C1,0.88
S23766,O=C1SC(=O)N2C=NC=NC2=N1,0.6
S2377,O=C1C=COc2ncoc12,0.94
S23774,O=C1SC(=O)N2C=NOC(=O)C2=N1,0.51
S2378,O=C1C=COc2ocnc12,0.94
S2379,O=C1N=COc2ncoc12,0.94
S238,c1cc2n[nH]cc2[nH]1,0.95
S2380,O=C1N=COc2ocnc12,0.94
S2384,O=C1C=NNc2ocnc12,0.95
S23855,O=C1ON2C(=O)SC(=O)N=C2C(=O)O1,0.52
S23866,O=C1Oc2c[nH]cc2O1,0.82
S23867,O=C1Oc2cocc2O1,0.9
S23868,O=C1Oc2cscc2O1,0.97
S23869,O=C1Oc2c[nH]nc2O1,0.82
S23876,O=C1OC2=COC(=O)C=C2O1,0.81
S23877,O=C1OC2=CSC(=O)C=C2O1,0.81
S23897,O=C1Oc2c[nH]cc2S1,0.82
S239,o1ncc2cc[nH]c12,1.0
S23901,O=C1Oc2n[nH]cc2S1,0.82
S23903,O=C1Oc2nocc2S1,0.58
S2392,O=C1N=NNc2ocnc12,0.95
S23948,O=C1Oc2c[nH]cc2OC1=O,0.82
S23949,O=C1Oc2cocc2OC1=O,0.93
S23950,O=C1Oc2cscc2OC1=O,0.97
S23951,O=C1Oc2c[nH]nc2OC1=O,0.82
S23952,O=C1Oc2conc2OC1=O,0.92
S23955,O=C1Oc2nonc2OC1=O,0.83
S23956,O=C1Oc2nsnc2OC1=O,0.83
S23958,O=C1OC=C2OC(=O)C(=O)OC2=C1,0.91
S2397,O=C1C(=O)C(=O)c2ncoc2C1=O,0.94
S23977,O=C1OC(=O)c2c[nH]cc2O1,0.9
S23978,O=C1OC(=O)c2cocc2O1,0.89
S23979,O=C1OC(=O)c2cscc2O1,0.94
S2398,O=C1NC(=O)c2ocnc2O1,0.86
S23980,O=C1OC(=O)c2n[nH]cc2O1,0.82
S23981,O=C1OC(=O)c2c[nH]nc2O1,0.92
S23982,O=C1OC(=O)c2nocc2O1,0.79
S2399,O=C1NC(=O)c2ncoc2O1,0.71
S23991,O=C1OC(=O)C2=CC(=O)OC=C2O1,0.77
S23992,O=C1OC(=O)C2=COC(=O)C=C2O1,0.77
S23993,O=C1OC(=O)C2=CC(=O)SC=C2O1,0.77
S23994,O=C1OC(=O)C2=CSC(=O)C=C2O1,0.77
S24,c1nc[nH]n1,0.97
S240,o1ncc2[nH]ccc12,0.98
S24025,O=C1Oc2c[nH]cc2SC1=O,0.82
S24029,O=C1Oc2n[nH]cc2SC1=O,0.82
S24031,O=C1Oc2nocc2SC1=O,0.58
S24071,O=C1Oc2c[nH]cc2C(=O)S1,0.89
S24073,O=C1Oc2cscc2C(=O)S1,0.56
S24074,O=C1Oc2c[nH]nc2C(=O)S1,0.82
S24075,O=C1Oc2n[nH]cc2C(=O)S1,0.91
S24077,O=C1Oc2nocc2C(=O)S1,0.58
S24115,O=C1Sc2c[nH]cc2S1,0.92
S24116,O=C1Sc2cocc2S1,0.94
S24117,O=C1Sc2cscc2S1,0.94
S24119,O=C1Sc2conc2S1,0.95
S24120,O=C1Sc2csnc2S1,0.95
S24121,O=C1Sc2n[nH]nc2S1,0.85
S24122,O=C1Sc2nonc2S1,0.93
S24123,O=C1Sc2nsnc2S1,0.93
S24126,O=C1SC2=CSC(=O)C=C2S1,0.92
S24129,O=C1SC2=CC(=O)ON=C2S1,0.56
S24131,O=C1SC2=CC(=O)SN=C2S1,0.68
S24132,O=C1SC2=CSC(=O)N=C2S1,0.68
S24134,O=C1SC2=NOC(=O)N=C2S1,0.58
S24135,O=C1SC2=NSC(=O)N=C2S1,0.68
S24136,O=C1SC2=C(SC(=O)S2)S1,0.92
S24140,O=C1OC(=O)c2c[nH]cc2S1,0.9
S24143,O=C1OC(=O)c2n[nH]cc2S1,0.82
S24176,O=C1OC(=O)C2=C(SC(=O)OC2=O)S1,0.85
S24181,O=C1Sc2c[nH]cc2SC1=O,0.92
S242,o1ncn2cccc12,0.94
S24204,O=C1SC(=O)c2c[nH]cc2S1,0.89
S24207,O=C1SC(=O)c2n[nH]cc2S1,0.93
S2425,O=C1NC(=O)C2=C1N=CC2=O,0.9
S243,o1cc2cc[nH]c2n1,1.0
S244,o1cc2[nH]ccc2n1,0.96
S2444,O=C1C=NC2=C1NC=CN2,0.71
S2446,O=C1C=NC2=C1NC=CO2,0.82
S2449,O=C1C=NC2=C1NN=CN2,0.75
S245,c1cc2cnsc2[nH]1,1.0
S2450,O=C1C=NC2=C1NC=NN2,0.75
S246,c1cc2sncc2[nH]1,0.98
S2464,O=C1C=NC2=C1OC=NN2,0.9
S248,c1cc2sncn2c1,0.96
S2485,O=C1C=NC2=C1SC=NN2,0.84
S249,c1cc2csnc2[nH]1,0.98
S2490,O=C1C=NC2=C1NN=NN2,0.83
S2491,O=C1C=NC2=C1ON=NN2,0.82
S2493,O=C1C=NC2=C1SN=NN2,0.83
S2499,c1nc2c[nH]cc2s1,0.98
S25,o1cncn1,0.93
S250,c1cc2nscc2[nH]1,0.93
S2500,o1cc2ncsc2c1,0.98
S2501,c1nc2cscc2s1,0.97
S2502,c1nc2c[nH]nc2s1,0.98
S2503,c1nc2n[nH]cc2s1,0.98
S2504,o1cc2ncsc2n1,0.97
S2505,o1cc2scnc2n1,0.98
S2506,c1nc2csnc2s1,0.97
S2507,c1nc2nscc2s1,0.98
S2508,c1nc2ncsc2s1,0.96
S2509,c1nc2scnc2s1,0.97
S251,c1cc2nc[nH]c2[nH]1,0.97
S2510,c1nc2nn[nH]c2s1,0.98
S2511,c1nc2[nH]nnc2s1,0.98
S2512,c1nc2n[nH]nc2s1,0.98
S2513,o1nnc2ncsc12,0.96
S2514,o1nnc2scnc12,0.97
S2515,c1nc2nnsc2s1,0.96
S2516,c1nc2snnc2s1,0.97
S2517,O=C1C(=O)c2ncsc2C1=O,0.93
S2518,o1nc2ncsc2n1,0.97
S2519,c1nc2nsnc2s1,0.97
S252,c1cc2[nH]cnc2[nH]1,0.97
S2520,O=C1Nc2ncsc2N1,0.96
S2521,O=C1Nc2ncsc2O1,0.93
S2522,O=C1Nc2scnc2O1,0.96
S2523,O=C1Nc2ncsc2S1,0.93
S2525,c1ccc2scnc2c1,0.98
S2526,c1cc2scnc2cn1,1.0
S2527,c1cc2ncsc2cn1,1.0
S2528,c1cnc2scnc2c1,0.99
S2529,c1cnc2ncsc2c1,1.0
S253,c1cc2nc[nH]n2c1,0.97
S2530,c1cc2scnc2nn1,1.0
S2531,c1cc2ncsc2nn1,1.0
S2532,c1nc2cnncc2s1,0.98
S2533,O=C1NC=Cc2scnc12,1.0
S2534,O=C1NC=Cc2ncsc12,1.0
S2535,O=C1Nc2scnc2C=C1,0.97
S2536,O=C1Nc2ncsc2C=C1,0.95
S2537,O=C1NC=C2N=CSC2=C1,0.94
S2538,O=C1NC=C2SC=NC2=C1,0.94
S2539,O=C1OC=Cc2scnc12,0.93
S254,c1cc2[nH]cnn2c1,0.97
S2540,O=C1OC=Cc2ncsc12,0.96
S2541,O=C1Oc2scnc2C=C1,0.92
S2542,O=C1Oc2ncsc2C=C1,0.94
S2543,O=C1OC=C2N=CSC2=C1,0.87
S2544,O=C1OC=C2SC=NC2=C1,0.87
S2545,O=C1SC=Cc2scnc12,0.55
S2546,O=C1SC=Cc2ncsc12,0.57
S2547,O=C1Sc2scnc2C=C1,0.51
S255,o1cnc2cc[nH]c12,0.96
S2551,c1ncc2scnc2n1,0.98
S2552,c1ncc2ncsc2n1,0.97
S2553,c1nc2nnncc2s1,0.98
S2554,c1nc2cnnnc2s1,0.97
S2555,O=C1NN=Cc2scnc12,0.99
S2556,O=C1NN=Cc2ncsc12,0.99
S2557,O=C1NN=C2N=CSC2=C1,0.96
S2558,O=C1NN=C2SC=NC2=C1,0.96
S2559,O=C1Nc2ncsc2C=N1,0.93
S256,o1cnc2[nH]ccc12,0.96
S2560,O=C1Nc2scnc2C=N1,0.96
S2561,O=C1NC=C2SC=NC2=N1,0.97
S2562,O=C1NC=C2N=CSC2=N1,0.97
S2563,O=C1ON=Cc2scnc12,0.86
S2564,O=C1ON=Cc2ncsc12,0.8
S257,o1cnc2cccn12,0.95
S2579,O=C1Nc2scnc2N=C1,0.96
S258,o1cnn2cccc12,0.99
S2580,O=C1Nc2ncsc2N=C1,0.93
S2581,O=C1Nc2scnc2N=N1,0.96
S2582,O=C1Nc2ncsc2N=N1,0.93
S2583,O=C1NC(=O)c2ncsc2N1,0.96
S2584,O=C1NC(=O)c2scnc2N1,0.93
S2585,O=C1Nc2ncsc2NC1=O,0.96
S2586,O=C1Nc2scnc2C(=O)O1,0.96
S2587,O=C1Nc2ncsc2C(=O)O1,0.93
S2588,O=C1Nc2scnc2OC1=O,0.96
S2589,O=C1Nc2ncsc2OC1=O,0.93
S259,c1cc2ncsc2[nH]1,0.98
S2590,O=C1Nc2scnc2C(=O)S1,0.96
S2591,O=C1Nc2ncsc2C(=O)S1,0.93
S2593,O=C1Nc2ncsc2SC1=O,0.93
S2594,O=C1C=CNc2ncsc12,1.0
S2595,O=C1C=CNc2scnc12,0.97
S2596,O=C1N=CNc2ncsc12,0.99
S2597,O=C1N=CNc2scnc12,0.96
S2598,c1cnc2scnc2n1,0.99
S2599,c1nnc2scnc2n1,0.97
S26,c1ncsn1,0.94
S260,c1cc2scnc2[nH]1,0.99
S2600,c1nnc2ncsc2n1,0.97
S2601,O=C1NC=Nc2ncsc12,0.99
S2602,O=C1NC=Nc2scnc12,0.99
S2605,O=C1OC=Nc2ncsc12,0.96
S2606,O=C1OC=Nc2scnc12,0.93
S2609,O=C1SC=Nc2ncsc12,0.57
S261,c1cc2ncsn2c1,0.94
S2610,O=C1SC=Nc2scnc12,0.55
S2611,c1nc2nnnnc2s1,0.97
S2618,O=C1NN=Nc2scnc12,0.99
S2619,O=C1NN=Nc2ncsc12,0.99
S262,c1cc2scnn2c1,0.99
S2628,O=C1C=COc2ncsc12,0.96
S2629,O=C1C=COc2scnc12,0.91
S263,c1cc2nn[nH]c2[nH]1,0.96
S2630,O=C1N=COc2ncsc12,0.96
S2631,O=C1N=COc2scnc12,0.91
S2632,O=C1C=CSc2scnc12,0.55
S2634,O=C1C=NNc2ncsc12,0.99
S2635,O=C1C=NNc2scnc12,0.96
S264,c1cc2[nH]nnc2[nH]1,0.96
S2641,O=C1N=CSc2scnc12,0.55
S2642,O=C1N=NNc2ncsc12,0.99
S2643,O=C1N=NNc2scnc12,0.96
S2648,O=C1C(=O)C(=O)c2scnc2C1=O,0.93
S2649,O=C1NC(=O)c2scnc2O1,0.93
S265,c1cc2nn[nH]n2c1,0.98
S2650,O=C1NC(=O)c2ncsc2O1,0.93
S2652,O=C1NC(=O)c2ncsc2S1,0.93
S2653,O=C1Oc2ncsc2O1,0.92
S2656,O=C1Oc2ncsc2OC1=O,0.92
S2657,O=C1OC(=O)c2scnc2O1,0.94
S2658,O=C1OC(=O)c2ncsc2O1,0.9
S266,c1cc2[nH]nnn2c1,0.97
S2663,O=C1Sc2ncsc2S1,0.93
S2669,c1cc2cnnn2[nH]1,0.85
S267,c1cc2n[nH]nc2[nH]1,0.96
S2670,c1cn2nncc2[nH]1,0.94
S2671,c1[nH]cc2[nH]nnc12,0.94
S2672,o1ccc2cnnn12,0.97
S2673,o1ccn2nncc12,0.94
S2674,o1cc2nn[nH]c2c1,0.95
S2675,c1cc2cnnn2s1,0.92
S2676,c1cn2nncc2s1,0.94
S2677,c1scc2[nH]nnc12,0.97
S2678,c1nnn2[nH]ncc12,0.85
S2679,c1nnn2cn[nH]c12,0.94
S268,o1nnc2cc[nH]c12,0.96
S2680,c1[nH]nc2[nH]nnc12,0.94
S2681,c1[nH]nc2nn[nH]c12,0.92
S2683,o1ncn2nncc12,0.94
S2684,o1cc2nn[nH]c2n1,0.95
S2685,o1cc2[nH]nnc2n1,0.94
S2687,c1nnn2cnsc12,0.94
S2688,c1snc2[nH]nnc12,0.9
S2689,c1snc2nn[nH]c12,0.9
S269,o1nnc2[nH]ccc12,0.96
S2690,c1nc2cnnn2[nH]1,0.99
S2691,c1nn2nncc2[nH]1,0.99
S2692,o1cnc2cnnn12,0.95
S2693,o1cnn2nncc12,0.94
S2694,c1nc2cnnn2s1,0.91
S2695,c1nn2nncc2s1,0.97
S2696,n1nc2nn[nH]c2[nH]1,0.94
S2697,n1nc2[nH]nnc2[nH]1,0.95
S2698,c1nnn2[nH]nnc12,0.85
S2699,c1nnn2nn[nH]c12,0.73
S27,o1cnnc1,0.93
S2700,n1nc2n[nH]nc2[nH]1,0.94
S2701,o1nnc2nn[nH]c12,0.94
S2702,o1nnc2[nH]nnc12,0.95
S2704,o1nnn2nncc12,0.73
S2707,n1nc2nnsc2[nH]1,0.94
S2708,n1nc2snnc2[nH]1,0.95
S271,o1nnn2cccc12,0.97
S2710,c1nnn2nnsc12,0.73
S2711,O=C1C(=O)c2nn[nH]c2C1=O,0.94
S2713,o1nc2nn[nH]c2n1,0.94
S2714,n1nc2nsnc2[nH]1,0.94
S2715,O=C1Nc2nn[nH]c2N1,0.96
S2716,O=C1Nc2cnnn2N1,0.89
S2717,O=C1Nc2nn[nH]c2O1,0.93
S272,c1cc2nnsc2[nH]1,0.96
S2721,O=C1Nc2nn[nH]c2S1,0.69
S273,c1cc2snnc2[nH]1,0.96
S2740,c1ccc2[nH]nnc2c1,0.98
S2741,c1ccn2nncc2c1,0.99
S2742,c1cc2[nH]nnc2cn1,1.0
S2743,c1cc2nn[nH]c2cn1,1.0
S2744,c1cnc2[nH]nnc2c1,1.0
S2745,c1cnc2nn[nH]c2c1,1.0
S2746,c1cn2nncc2cn1,0.99
S2747,c1cc2cnnn2cn1,0.99
S2748,c1cnn2nncc2c1,0.94
S2749,c1cnc2cnnn2c1,0.94
S275,c1cc2snnn2c1,0.97
S2750,c1cc2[nH]nnc2nn1,0.98
S2751,c1cc2nn[nH]c2nn1,0.98
S2752,c1cn2nncc2nn1,0.94
S2753,c1cc2cnnn2nn1,0.73
S2754,c1nncc2[nH]nnc12,0.98
S2755,c1nncn2nncc12,0.99
S2756,O=C1NC=Cc2[nH]nnc12,1.0
S2757,O=C1NC=Cc2nn[nH]c12,1.0
S2758,O=C1Nc2[nH]nnc2C=C1,0.96
S2759,O=C1Nc2nn[nH]c2C=C1,0.99
S276,O=C1C(=O)c2cc[nH]c2C1=O,0.96
S2760,O=C1NC=Cn2nncc12,0.99
S2761,O=C1NC=Cc2cnnn12,0.99
S2762,O=C1Nn2nncc2C=C1,0.92
S2763,O=C1Nc2cnnn2C=C1,0.99
S2764,O=C1NC=C2N=NNC2=C1,0.96
S2765,O=C1NC=C2NN=NC2=C1,0.96
S2766,O=C1OC=Cc2[nH]nnc12,0.97
S2767,O=C1OC=Cc2nn[nH]c12,0.97
S2768,O=C1Oc2[nH]nnc2C=C1,0.86
S2770,O=C1OC=Cn2nncc12,0.92
S2773,O=C1Oc2cnnn2C=C1,0.92
S2774,O=C1OC=C2N=NNC2=C1,0.78
S2775,O=C1OC=C2NN=NC2=C1,0.78
S2776,O=C1SC=Cc2[nH]nnc12,0.55
S2777,O=C1SC=Cc2nn[nH]c12,0.56
S2778,O=C1Sc2[nH]nnc2C=C1,0.95
S278,o1nc2cc[nH]c2n1,0.96
S2780,O=C1SC=Cn2nncc12,0.92
S2781,O=C1SC=Cc2cnnn12,0.67
S2786,c1ncc2[nH]nnc2n1,1.0
S2787,c1ncc2nn[nH]c2n1,1.0
S2788,c1ncn2nncc2n1,0.94
S2789,c1ncc2cnnn2n1,0.94
S279,c1cc2nsnc2[nH]1,0.96
S2790,c1nnnc2nn[nH]c12,0.98
S2791,c1nnnc2[nH]nnc12,0.98
S2792,c1nnn2cnnnc12,0.94
S2793,c1nnnn2nncc12,0.73
S2794,O=C1NN=Cc2[nH]nnc12,0.99
S2795,O=C1NN=Cc2nn[nH]c12,0.98
S2796,O=C1NN=Cn2nncc12,0.99
S2797,O=C1NN=Cc2cnnn12,0.99
S2798,O=C1NN=C2N=NNC2=C1,0.96
S2799,O=C1NN=C2NN=NC2=C1,0.96
S28,c1nncs1,0.97
S280,O=C1Nc2cc[nH]c2N1,0.94
