regid,smiles,Pgood
S15727,O=C1NC=NC2=C1C(=O)OC=N2,0.78
S15728,O=C1NC=NC2=C1N=COC2=O,0.78
S15739,O=C1NC=Nc2nnnnc12,0.75
S15741,O=C1NN=C2N=CNC(=O)C2=N1,0.93
S15742,O=C1NN=C2C(=O)NC=NC2=N1,0.93
S15747,O=C1NC=NC2=C1N=NNC2=O,0.92
S15748,O=C1NC=NC2=C1C(=O)NN=N2,0.92
S15750,O=C1NN=NC2=NC=CC(=O)N12,0.9
S15755,O=C1NC=NC2=C1N=NC(=O)O2,0.92
S15767,O=C1NC=NC2=C1C(=O)C=CO2,0.78
S15779,O=C1NC=NC2=C1C(=O)C=NN2,0.92
S15780,O=C1NC=NC2=C1NN=CC2=O,0.8
S15781,O=C1C=CN=C2NN=CC(=O)N12,0.9
S15797,O=C1C=CN=C2NN=NC(=O)N12,0.9
S15799,O=C1NC=NC2=C1C(=O)N=NO2,0.78
S158,O=C1OC=CS1,0.92
S15809,O=C1NC(=O)C2=C(O1)N=CNC2=O,0.75
S15811,O=C1NC(=O)N2C(=O)C=CN=C2O1,0.85
S15814,O=C1NC(=O)C2=C(S1)C(=O)NC=N2,0.94
S15815,O=C1NC(=O)N2C(=O)C=CN=C2S1,0.91
S15828,O=C1ON2C(=O)C=CN=C2C(=O)O1,0.53
S15849,O=C1Oc2c[nH]cc2N=C1,0.82
S15850,O=C1Oc2cocc2N=C1,0.95
S15851,O=C1Oc2cscc2N=C1,0.97
S15852,O=C1Oc2n[nH]cc2N=C1,0.82
S15853,O=C1Oc2c[nH]nc2N=C1,0.82
S15854,O=C1Oc2nocc2N=C1,0.54
S15855,O=C1Oc2conc2N=C1,0.6
S15861,O=C1NC=C2N=CC(=O)OC2=C1,0.95
S15862,O=C1NC=C2OC(=O)C=NC2=C1,0.95
S15863,O=C1OC=C2N=CC(=O)OC2=C1,0.91
S15864,O=C1OC=C2OC(=O)C=NC2=C1,0.91
S15865,O=C1OC2=CC(=O)SC=C2N=C1,0.51
S15866,O=C1OC2=CSC(=O)C=C2N=C1,0.51
S15868,O=C1NN=C2OC(=O)C=NC2=C1,0.83
S15869,O=C1NC=C2OC(=O)C=NC2=N1,0.95
S15870,O=C1NC=C2N=CC(=O)OC2=N1,0.95
S15880,O=C1OC2=C(OC(=O)C=N2)N=C1,0.52
S15882,O=C1OC2=C(N=C1)C(=O)OC=N2,0.87
S15888,O=C1NN=C2N=CC(=O)OC2=N1,0.83
S15889,O=C1NN=C2OC(=O)C=NC2=N1,0.83
S159,O=C1OC=NO1,0.92
S15904,O=C1OC2=C(OC=CC2=O)N=C1,0.91
S15905,O=C1OC2=C(N=C1)C(=O)C=CO2,0.87
S15906,O=C1OC2=C(OC=NC2=O)N=C1,0.83
S15907,O=C1OC2=C(N=C1)C(=O)N=CO2,0.79
S15910,O=C1OC2=C(NN=CC2=O)N=C1,0.86
S15918,O=C1OC2=C(NN=NC2=O)N=C1,0.83
S15932,O=C1OC2=C(OC(=O)C(=O)O2)N=C1,0.52
S15945,O=C1OC=Nc2c[nH]cc12,0.9
S15946,O=C1OC=Nc2cocc12,0.92
S15947,O=C1OC=Nc2cscc12,0.94
S15948,O=C1OC=Nc2c[nH]nc12,0.94
S15949,O=C1OC=Nc2n[nH]cc12,0.92
S15951,O=C1OC=Nc2nocc12,0.91
S15952,O=C1OC=Nc2csnc12,0.94
S15953,O=C1OC=Nc2nscc12,0.94
S15954,O=C1OC=Nc2n[nH]nc12,0.81
S15955,O=C1OC=Nc2nonc12,0.86
S15956,O=C1OC=Nc2nsnc12,0.86
S15957,O=C1NC=C2N=COC(=O)C2=C1,0.83
S15958,O=C1NC=C2C(=O)OC=NC2=C1,0.83
S15959,O=C1OC=C2N=COC(=O)C2=C1,0.83
S1596,c1nsc2c[nH]cc12,0.99
S15960,O=C1OC=C2C(=O)OC=NC2=C1,0.83
S15964,O=C1NN=C2C(=O)OC=NC2=C1,0.79
S15965,O=C1NC=C2C(=O)OC=NC2=N1,0.82
S1597,o1cc2cnsc2c1,0.99
S15976,O=C1OC=NC2=C1N=COC2=O,0.93
S1598,c1nsc2cscc12,0.99
S15980,O=C1OC=NC2=C1N=CSC2=O,0.93
S15981,O=C1OC=Nc2nnnnc12,0.82
S15982,O=C1NN=C2N=COC(=O)C2=N1,0.77
S15983,O=C1NN=C2C(=O)OC=NC2=N1,0.77
S1599,c1nsc2n[nH]cc12,0.99
S15998,O=C1OC=NC2=C1C(=O)C=CO2,0.93
S15999,O=C1OC=NC2=C1OC=CC2=O,0.92
S16,c1cnsn1,0.95
S160,O=C1OC=NS1,0.94
S1600,c1nsc2c[nH]nc12,0.95
S16000,O=C1OC=NC2=C1C(=O)N=CO2,0.83
S16001,O=C1OC=NC2=C1OC=NC2=O,0.82
S16004,O=C1OC=NC2=C1C(=O)C=NN2,0.85
S1601,o1cc2cnsc2n1,0.94
S1602,o1cc2sncc2n1,0.93
S16020,O=C1NC(=O)C2=C(O1)C(=O)OC=N2,0.88
S1603,c1nsc2sncc12,0.99
S1604,c1nsc2cnsc12,0.95
S1605,c1nsc2nscc12,0.98
S1606,c1nsc2csnc12,0.93
S1607,c1nc2cnsc2[nH]1,0.99
S1608,c1nc2sncc2[nH]1,0.99
S1609,o1cnc2cnsc12,0.95
S16090,O=C1Sc2c[nH]cc2N=C1,0.92
S16094,O=C1Sc2c[nH]nc2N=C1,0.92
S16096,O=C1Sc2conc2N=C1,0.58
S161,O=C1OC=COC1=O,0.95
S1610,o1cnc2sncc12,0.95
S16102,O=C1NC=C2N=CC(=O)SC2=C1,0.94
S16103,O=C1NC=C2SC(=O)C=NC2=C1,0.94
S1611,c1nc2cnsc2s1,0.97
S16110,O=C1NC=C2SC(=O)C=NC2=N1,0.73
S16111,O=C1NC=C2N=CC(=O)SC2=N1,0.73
S1612,c1nc2sncc2s1,0.97
S1613,c1nsc2[nH]nnc12,0.97
S1614,c1nsc2nn[nH]c12,0.97
S1615,c1nsc2n[nH]nc12,0.98
S1616,o1nnc2cnsc12,0.9
S1617,o1nnc2sncc12,0.94
S1618,c1nsc2snnc12,0.94
S16182,O=C1SC=Nc2c[nH]cc12,0.89
S16184,O=C1SC=Nc2cscc12,0.56
S16185,O=C1SC=Nc2c[nH]nc12,0.93
S16186,O=C1SC=Nc2n[nH]cc12,0.91
S16188,O=C1SC=Nc2nocc12,0.58
S1619,c1nsc2nnsc12,0.94
S16192,O=C1SC=Nc2nonc12,0.9
S16193,O=C1SC=Nc2nsnc12,0.9
S16196,O=C1OC=C2N=CSC(=O)C2=C1,0.83
S16197,O=C1OC=C2C(=O)SC=NC2=C1,0.83
S162,O=C1OC=CC(=O)O1,0.81
S1621,o1nc2cnsc2n1,0.94
S16214,O=C1SC=Nc2nnnnc12,0.9
S1622,c1nsc2nsnc12,0.94
S1623,O=C1Nc2cnsc2N1,0.91
S16231,O=C1SC=NC2=C1C(=O)C=CO2,0.92
S16232,O=C1SC=NC2=C1OC=CC2=O,0.91
S16233,O=C1SC=NC2=C1C(=O)N=CO2,0.81
S16234,O=C1SC=NC2=C1OC=NC2=O,0.8
S16237,O=C1SC=NC2=C1C(=O)C=NN2,0.84
S1625,O=C1Nc2sncc2O1,0.91
S16255,O=C1NC(=O)C2=C(S1)C(=O)SC=N2,0.9
S1627,O=C1Nc2sncc2S1,0.91
S1628,c1ccc2sncc2c1,0.99
S1629,c1cc2sncc2cn1,0.99
S163,O=C1OC=CSC1=O,0.92
S1630,c1cc2cnsc2cn1,0.99
S1631,c1cnc2sncc2c1,0.95
S1632,c1cnc2cnsc2c1,0.98
S1633,c1cc2sncc2nn1,0.91
S16332,O=C1N=CN=C2C=CNN12,0.96
S16333,O=C1N=CN=C2NC=CN12,0.9
S16334,O=C1N=CN=C2C=CON12,0.93
S16335,O=C1N=CN=C2OC=CN12,0.88
S16336,O=C1N=CN=C2C=CSN12,0.52
S16337,O=C1N=CN=C2SC=CN12,0.95
S16338,O=C1N=CN=C2C=NNN12,0.96
S16339,O=C1N=CN=C2NN=CN12,0.91
S1634,c1cc2cnsc2nn1,0.94
S16343,O=C1N=CN=C2SN=CN12,0.67
S16344,O=C1N=CN=C2N=CNN12,0.96
S16345,O=C1N=CN=C2NC=NN12,0.94
S16347,O=C1N=CN=C2OC=NN12,0.89
S16349,O=C1N=CN=C2SC=NN12,0.9
S1635,c1nncc2sncc12,0.98
S16350,O=C1N=CN=C2N=NNN12,0.96
S16351,O=C1N=CN=C2NN=NN12,0.92
S1636,O=C1NC=Cc2sncc12,0.98
S16362,O=C1N=CN=C2C=CC=CN12,0.94
S16363,O=C1N=CN=C2C=NC=CN12,0.57
S16364,O=C1N=CN=C2C=CN=CN12,0.93
S16365,O=C1N=CN=C2C=CC=NN12,0.9
S16366,O=C1N=CN=C2N=CC=CN12,0.87
S1637,O=C1NC=Cc2cnsc12,0.94
S16370,O=C1NC=CN2C(=O)N=CN=C12,0.91
S16371,O=C1NC=CC2=NC=NC(=O)N12,0.77
S16372,O=C1NN2C(=O)N=CN=C2C=C1,0.92
S1638,O=C1Nc2sncc2C=C1,0.91
S16382,O=C1N=CN=C2N=CN=CN12,0.86
S16383,O=C1N=CN=C2C=NC=NN12,0.88
S16386,O=C1NN=CN2C(=O)N=CN=C12,0.91
S16387,O=C1NN=CC2=NC=NC(=O)N12,0.79
S1639,O=C1Nc2cnsc2C=C1,0.94
S16398,O=C1NN2C(=O)N=CN=C2N=C1,0.92
S16399,O=C1NC2=NC=NC(=O)N2N=C1,0.93
S1640,O=C1NC=C2C=NSC2=C1,0.95
S1641,O=C1NC=C2SN=CC2=C1,0.95
S16413,O=C1C=CNC2=NC=NC(=O)N12,0.88
S16415,O=C1N=CNC2=NC=NC(=O)N12,0.92
S16417,O=C1N=CN=C2N=CC=NN12,0.9
S16419,O=C1N=CN=C2N=NC=NN12,0.9
S1642,O=C1OC=Cc2sncc12,0.94
S16420,O=C1NC=NC2=NC=NC(=O)N12,0.81
S16432,O=C1NN=NC2=NC=NC(=O)N12,0.88
S16447,O=C1C=NNC2=NC=NC(=O)N12,0.79
S1645,O=C1Oc2cnsc2C=C1,0.92
S16455,O=C1N=CN=C2NN=NC(=O)N12,0.88
S1646,O=C1OC=C2C=NSC2=C1,0.72
S1647,O=C1OC=C2SN=CC2=C1,0.72
S16471,O=C1ON2C(=O)N=CN=C2C(=O)O1,0.53
S1648,O=C1SC=Cc2sncc12,0.93
S165,O=C1OC=NOC1=O,0.84
S1651,O=C1Sc2cnsc2C=C1,0.92
S16516,c1[nH]cc2nnnnc12,0.94
S16517,o1cc2nnnnc2c1,0.93
S16518,c1scc2nnnnc12,0.97
S16519,c1[nH]nc2nnnnc12,0.94
S16520,o1cc2nnnnc2n1,0.93
S16521,c1snc2nnnnc12,0.9
S16522,n1nnc2n[nH]nc2n1,0.95
S16523,o1nc2nnnnc2n1,0.92
S16524,n1nnc2nsnc2n1,0.92
S16534,n1nnc2nnnnc2n1,0.92
S16538,O=C1NN=Nc2nnnnc12,0.6
S1654,c1ncc2sncc2n1,0.99
S16545,O=C1C=COc2nnnnc12,0.76
S16546,O=C1N=COc2nnnnc12,0.74
S1655,c1ncc2cnsc2n1,0.95
S16556,O=C1C(=O)C(=O)c2nnnnc2C1=O,0.86
S16557,O=C1NC(=O)c2nnnnc2O1,0.77
S1656,c1nnnc2cnsc12,0.94
S1657,c1nnnc2sncc12,0.94
S1658,O=C1NN=Cc2sncc12,0.96
S1659,O=C1NN=Cc2cnsc12,0.98
S16594,O=C1Oc2nnnnc2OC1=O,0.83
S16598,O=C1Sc2nnnnc2S1,0.93
S1662,O=C1Nc2cnsc2C=N1,0.91
S16626,O=C1NN=Nc2c[nH]cc12,0.98
S16627,O=C1NN=Nc2cocc12,0.98
S16628,O=C1NN=Nc2cscc12,0.99
S16629,O=C1NN=Nc2n[nH]cc12,0.98
S1663,O=C1Nc2sncc2C=N1,0.91
S16630,O=C1NN=Nc2c[nH]nc12,0.97
S16631,O=C1NN=Nc2nocc12,0.71
S16632,O=C1NN=Nc2conc12,0.96
S16633,O=C1NN=Nc2nscc12,0.94
S16634,O=C1NN=Nc2csnc12,0.94
S16635,O=C1NN=Nc2n[nH]nc12,0.83
S16636,O=C1NN=Nc2nonc12,0.69
S16637,O=C1NN=Nc2nsnc12,0.69
S16638,O=C1NC=C2C(=O)NN=NC2=C1,0.96
S16639,O=C1NC=C2N=NNC(=O)C2=C1,0.96
S1664,O=C1NC=C2SN=CC2=N1,0.69
S16646,O=C1NC=C2N=NNC(=O)C2=N1,0.94
S16647,O=C1NC=C2C(=O)NN=NC2=N1,0.94
S16648,O=C1ON=C2C(=O)NN=NC2=C1,0.78
S1665,O=C1NC=C2C=NSC2=N1,0.7
S16650,O=C1NN=NC2=COC(=O)N=C12,0.85
S16681,O=C1NN=NC2=C1C(=O)C=NN2,0.97
S167,O=C1OC=NSC1=O,0.94
S1670,O=C1Oc2cnsc2C=N1,0.82
S1674,O=C1SN=Cc2sncc12,0.93
S16775,O=C1ON=Nc2cscc12,0.94
S1678,O=C1Sc2cnsc2C=N1,0.84
S16780,O=C1ON=Nc2nscc12,0.94
S16781,O=C1ON=Nc2csnc12,0.94
S1682,O=C1Nc2sncc2N=C1,0.91
S16826,O=C1ON=NC2=C1C(=O)C=NN2,0.71
S1683,O=C1Nc2cnsc2N=C1,0.93
S1684,O=C1Nc2sncc2N=N1,0.91
S1686,O=C1NC(=O)c2cnsc2N1,0.91
S1687,O=C1NC(=O)c2sncc2N1,0.96
S1688,O=C1Nc2cnsc2NC1=O,0.91
S1689,O=C1Nc2sncc2C(=O)O1,0.91
S169,O=C1SC=CS1,0.92
S1690,O=C1Nc2cnsc2C(=O)O1,0.71
S1691,O=C1Nc2sncc2OC1=O,0.91
S16919,O=C1Oc2cocc2N=N1,0.93
S16920,O=C1Oc2cscc2N=N1,0.97
S16923,O=C1Oc2conc2N=N1,0.92
S16924,O=C1Oc2nocc2N=N1,0.92
S1693,O=C1Nc2sncc2C(=O)S1,0.91
S16938,O=C1NC=C2N=NC(=O)OC2=N1,0.9
S1694,O=C1Nc2cnsc2C(=O)S1,0.79
S1695,O=C1Nc2sncc2SC1=O,0.91
S1697,O=C1C=CNc2cnsc12,0.81
S1698,O=C1C=CNc2sncc12,0.91
S1699,O=C1N=CNc2cnsc12,0.81
S17,O=C1NC=CN1,0.89
S170,O=C1ON=CS1,0.92
S1700,O=C1N=CNc2sncc12,0.91
S1701,c1cnc2sncc2n1,0.95
S1702,c1nnc2sncc2n1,0.95
S1703,c1nnc2cnsc2n1,0.95
S1704,O=C1NC=Nc2cnsc12,0.96
S1705,O=C1NC=Nc2sncc12,0.98
S1707,O=C1Oc2cnsc2N=C1,0.95
S1709,O=C1OC=Nc2sncc12,0.97
S171,O=C1SC=NS1,0.92
S1711,O=C1Sc2cnsc2N=C1,0.84
S17112,O=C1NN=CN2N1C=CC(=O)C2=O,0.92
S17120,O=C1C=CN2C=NN=CN2C1=O,0.55
S1713,O=C1SC=Nc2sncc12,0.96
S1714,c1nsc2nnnnc12,0.94
S172,O=C1OC(=O)C=CS1,0.85
S1721,O=C1NN=Nc2sncc12,0.96
S17214,O=C1SN=Nc2cscc12,0.56
S17217,O=C1SN=Nc2nocc12,0.59
S1722,O=C1NN=Nc2cnsc12,0.97
S17259,O=C1SN=NC2=C1C(=O)C=NN2,0.92
S1727,O=C1SN=Nc2sncc12,0.96
S173,O=C1SC=CSC1=O,0.77
S17316,O=C1OC(=O)C2=C(O1)N=NSC2=O,0.6
S17356,O=C1Sc2conc2N=N1,0.59
S1738,O=C1C=NNc2sncc12,0.91
S174,O=C1SC=CC(=O)S1,0.91
S17413,O=C1NC(=O)C2=C(S1)SC(=O)N=N2,0.63
S17453,O=C1OC(=O)C2=C(O1)N=NC(=O)S2,0.73
S1746,O=C1N=NNc2sncc12,0.91
S17494,O1C=COC2=C1OC=CO2,0.94
S17495,O1C=COC2=C1OC=CS2,0.78
S17498,O1C=COC2=C1OC=NS2,0.78
S17499,O=C1C=CC(=O)C2=C1OC=CO2,0.96
S17501,O=C1N=NC(=O)C2=C1OC=CO2,0.94
S17507,O1C=COC2=C1SC=CS2,0.78
S17510,O1C=COC2=C1SC=NS2,0.78
S17517,O=C1C=COc2c[nH]cc12,0.9
S17518,O=C1C=COc2cocc12,0.92
S17519,O=C1C=COc2cscc12,0.94
S1752,O=C1NC(=O)c2sncc2O1,0.9
S17520,O=C1C=COc2c[nH]nc12,0.94
S17521,O=C1C=COc2n[nH]cc12,0.91
S17523,O=C1C=COc2nocc12,0.93
S17524,O=C1C=COc2csnc12,0.94
S17525,O=C1C=COc2nscc12,0.94
S17527,O=C1C=COc2nonc12,0.81
S17528,O=C1C=COc2nsnc12,0.81
S17529,O=C1NC=C2OC=CC(=O)C2=C1,0.94
S17530,O=C1NC=C2C(=O)C=COC2=C1,0.94
S17531,O=C1OC=C2OC=CC(=O)C2=C1,0.9
S17532,O=C1OC=C2C(=C1)OC=CC2=O,0.9
S17537,O=C1NC=C2C(=O)C=COC2=N1,0.93
S1754,O=C1NC(=O)c2sncc2S1,0.91
S17547,O=C1NN=C2OC=CC(=O)C2=N1,0.83
S17548,O=C1NN=C2C(=O)C=COC2=N1,0.83
S17553,O=C1C=COC2=C1C(=O)C=CO2,0.96
S17554,O=C1C=COC2=C1OC=CC2=O,0.96
S17555,O=C1C=COC2=C1C(=O)N=CO2,0.81
S17556,O=C1C=COC2=C1OC=NC2=O,0.8
S17558,O=C1C=COC2=C1C(=O)C=CS2,0.78
S17560,O=C1C=COC2=C1NN=CC2=O,0.9
S17565,O=C1C=COC2=C1C(=O)N=CS2,0.74
S17575,O=C1NC(=O)C2=C(O1)C(=O)C=CO2,0.88
S176,O=C1OC(=O)N=CS1,0.62
S1760,O=C1OC(=O)c2sncc2O1,0.88
S17602,O1C=CSC2=C1OC=CS2,0.71
S17603,O1C=CSC2=C1SC=CO2,0.78
S17608,O1C=CSC2=C1OC=NS2,0.71
S17609,O1C=CSC2=C1SN=CO2,0.78
S17624,O1C=CSC2=C1SC=CS2,0.58
S17629,O1C=CSC2=C1SC=NS2,0.58
S17630,O1C=CSC2=C1SN=CS2,0.58
S17644,O=C1N=CN2N=COC=C12,0.9
S17646,O=C1C=C2NN=COC2=N1,0.9
S1766,O=C1Sc2cnsc2S1,0.94
S17660,O=C1N=C2NN=COC2=N1,0.9
S17664,O=C1N=CN2N=COC=C2C1=O,0.9
S177,O=C1SC=NSC1=O,0.54
S17701,O=C1C=CC(=O)C2=C1NN=CO2,0.9
S1772,c1cn2[nH]ccc2n1,0.98
S1773,c1cc2cncn2[nH]1,0.98
S1774,c1cn2cc[nH]c2n1,1.0
S1775,c1cn2cncc2[nH]1,1.0
S1776,c1nc2c[nH]cc2[nH]1,0.98
S17769,O1C=NOC2=C1OC=NO2,0.85
S1777,o1ccc2nccn12,0.95
S17770,O1C=NOC2=C1ON=CO2,0.85
S1778,o1ccc2cncn12,0.97
S1779,o1ccn2ccnc12,0.94
S17799,O1C=NOC2=C1ON=NO2,0.85
S1780,o1ccn2cncc12,0.94
S17803,O=C1N=COc2c[nH]cc12,0.9
S17804,O=C1N=COc2cocc12,0.92
S17805,O=C1N=COc2cscc12,0.94
S17806,O=C1N=COc2c[nH]nc12,0.94
S17807,O=C1N=COc2n[nH]cc12,0.91
S17809,O=C1N=COc2nocc12,0.91
S1781,o1cc2nc[nH]c2c1,0.97
S17810,O=C1N=COc2csnc12,0.9
S17811,O=C1N=COc2nscc12,0.9
S17813,O=C1N=COc2nonc12,0.78
S17814,O=C1N=COc2nsnc12,0.78
S17817,O=C1OC=C2OC=NC(=O)C2=C1,0.76
S17818,O=C1OC=C2C(=C1)OC=NC2=O,0.76
S1782,c1cn2sccc2n1,0.94
S1783,c1cc2cncn2s1,0.94
S17839,O=C1N=COC2=C1C(=O)N=CO2,0.81
S1784,c1cn2ccsc2n1,1.0
S17840,O=C1N=COC2=C1OC=NC2=O,0.8
S17842,O=C1C=CSC2=C1C(=O)N=CO2,0.78
S17849,O=C1N=COC2=C1C(=O)N=CS2,0.74
S1785,c1cn2cncc2s1,0.99
S17859,O=C1NC(=O)C2=C(O1)C(=O)N=CO2,0.88
S1786,c1nc2cscc2[nH]1,0.97
S1787,c1cn2[nH]ncc2n1,0.98
S1788,c1ncn2[nH]ncc12,0.98
S17886,O1C=NSC2=C1OC=NS2,0.74
S17887,O1C=NSC2=C1SN=CO2,0.78
S1789,c1cn2cn[nH]c2n1,1.0
S1790,c1ncn2cn[nH]c12,0.99
S17902,O1C=NSC2=C1SC=CS2,0.58
S17906,O1C=NSC2=C1ON=CS2,0.75
S17907,O1C=NSC2=C1SC=NS2,0.59
S17908,O1C=NSC2=C1SN=CS2,0.59
S1791,c1nc2c[nH]nc2[nH]1,0.98
S1792,c1nc2n[nH]cc2[nH]1,0.98
S17924,O=C1C=CC(=O)C2=C1C(=O)C=CC2=O,0.97
S17928,O=C1OC(=O)C2=C(C(=O)C=CC2=O)C1=O,0.75
S17930,O=C1SC(=O)C2=C(C(=O)C=CC2=O)C1=O,0.53
S17932,O=C1C=CC(=O)C2=C1SC=CS2,0.85
S17933,O=C1C=CC(=O)C2=C1NN=CS2,0.92
S17935,O=C1C=CC(=O)C2=C1SC=NS2,0.65
S17936,O=C1C=CC(=O)C2=C1NN=NN2,0.84
S17937,O=C1C=CC(=O)C2=C1NN=NO2,0.82
S17938,O=C1C=CC(=O)C2=C1NN=NS2,0.84
S17942,O=C1C=CSc2c[nH]cc12,0.89
S17946,O=C1C=CSc2c[nH]nc12,0.93
S1795,o1ncn2ccnc12,0.94
S17954,O=C1NC=C2C(=O)C=CSC2=C1,0.93
S17955,O=C1NC=C2SC=CC(=O)C2=C1,0.93
S17956,O=C1OC=C2C(=O)C=CSC2=C1,0.9
S17957,O=C1OC=C2SC=CC(=O)C2=C1,0.9
S1796,o1ncn2cncc12,0.94
S17960,O=C1NN=C2C(=O)C=CSC2=C1,0.85
S17963,O=C1NC=C2C(=O)C=CSC2=N1,0.93
S1797,o1cc2nc[nH]c2n1,0.97
S17972,O=C1NN=C2C(=O)C=CSC2=N1,0.85
S17973,O=C1NN=C2SC=CC(=O)C2=N1,0.85
S17979,O=C1C=CSC2=C1SC=CC2=O,0.85
S1798,o1cc2[nH]cnc2n1,0.97
S17980,O=C1C=CSC2=C1NN=CC2=O,0.84
S17981,O=C1C=CSC2=C1C(=O)C=NN2,0.83
S17984,O=C1C=CSC2=C1SN=CC2=O,0.85
S17994,O=C1C=CSC2=C1C(=O)C(=O)C(=O)C2=O,0.85
S17997,O=C1NC(=O)C2=C(S1)C(=O)C=CS2,0.9
S17998,O=C1NC(=O)C2=C(SC=CC2=O)S1,0.64
S18,O=C1NC=CO1,0.95
S180,O=C1NN=NC(=O)N1,0.96
S18009,O=C1SC2=C(S1)C(=O)C=CS2,0.91
S1801,c1cn2cnsc2n1,0.97
S18011,O=C1OC(=O)C2=C(SC=CC2=O)S1,0.85
S18015,O=C1C=NN2NC=CC2=C1,0.6
S18016,O=C1C=NN2C=CNC2=C1,0.92
S18017,O=C1C=NNc2c[nH]cc12,0.98
S18019,O=C1C=NN2C=COC2=C1,0.85
S1802,c1ncn2cnsc12,0.97
S18020,O=C1C=NNc2cocc12,0.97
S18022,O=C1C=NN2C=CSC2=C1,0.85
S18023,O=C1C=NNc2cscc12,0.99
S18024,O=C1C=NN2NN=CC2=C1,0.6
S18025,O=C1C=NN2C=NNC2=C1,0.92
S18026,O=C1C=NNc2c[nH]nc12,0.97
S18027,O=C1C=NNc2n[nH]cc12,0.98
S1803,c1nc2csnc2[nH]1,0.97
S18031,O=C1C=NNc2nocc12,0.97
S18033,O=C1C=NN2C=NSC2=C1,0.85
S18034,O=C1C=NNc2csnc12,0.93
S18035,O=C1C=NNc2nscc12,0.93
S18036,O=C1C=NN2NC=NC2=C1,0.6
S18037,O=C1C=NN2N=CNC2=C1,0.61
S1804,c1nc2nscc2[nH]1,0.97
S18042,O=C1C=NN2NN=NC2=C1,0.65
S18043,O=C1C=NN2N=NNC2=C1,0.61
S18044,O=C1C=NNc2n[nH]nc12,0.97
S1805,c1nc2nc[nH]c2[nH]1,0.97
S18052,O=C1NN2N=CC(=O)C=C2N1,0.55
S18054,O=C1NN2N=CC(=O)C=C2O1,0.6
S18056,O=C1NN2N=CC(=O)C=C2S1,0.6
S18057,O=C1C=NN2C=CC=CC2=C1,0.86
S18058,O=C1C=NN2C=CN=CC2=C1,0.84
S18059,O=C1C=NN2C=NC=CC2=C1,0.84
S1806,c1nc2[nH]cnc2[nH]1,0.97
S18061,O=C1C=NN2C=CC=NC2=C1,0.85
S18062,O=C1C=NN2C=CN=NC2=C1,0.85
S18064,O=C1C=NN2C=NN=CC2=C1,0.63
S18065,O=C1C=NN2C=CNC(=O)C2=C1,0.92
S18067,O=C1NN2N=CC(=O)C=C2C=C1,0.6
S18069,O=C1NC=C2NN=CC(=O)C2=C1,0.96
S1807,c1cn2[nH]cnc2n1,1.0
S18070,O=C1NC=C2C(=C1)NN=CC2=O,0.96
S18071,O=C1C=NN2C=COC(=O)C2=C1,0.85
S18074,O=C1OC2=CC(=O)C=NN2C=C1,0.86
S18077,O=C1C=NN2C=CSC(=O)C2=C1,0.85
S1808,c1nc2cncn2[nH]1,0.99
S18080,O=C1SC2=CC(=O)C=NN2C=C1,0.86
S18083,O=C1C=NN2C=NC=NC2=C1,0.82
S18087,O=C1C=NN2C=NNC(=O)C2=C1,0.92
S1809,c1cn2nc[nH]c2n1,1.0
S18092,O=C1NN2N=CC(=O)C=C2C=N1,0.6
S18093,O=C1NC=C2C(=N1)NN=CC2=O,0.71
S18094,O=C1NC=C2NN=CC(=O)C2=N1,0.71
S18098,O=C1ON=C2C(=C1)NN=CC2=O,0.81
S18099,O=C1OC2=CC(=O)C=NN2C=N1,0.85
S181,O=C1NN=NNC1=O,0.97
S1810,c1nn2cncc2[nH]1,0.99
S18102,O=C1OC=C2NN=CC(=O)C2=N1,0.86
S18103,O=C1C=NN2C=NSC(=O)C2=C1,0.85
S18107,O=C1SC2=CC(=O)C=NN2C=N1,0.85
S1811,o1cnc2nc[nH]c12,0.97
S18111,O=C1NN2N=CC(=O)C=C2N=C1,0.6
S18112,O=C1NC2=CC(=O)C=NN2N=C1,0.61
S18113,O=C1NN2N=CC(=O)C=C2N=N1,0.6
S18115,O=C1NN2N=CC(=O)C=C2C(=O)N1,0.55
S18117,O=C1C=NN2NC(=O)C(=O)NC2=C1,0.55
S18118,O=C1NN2N=CC(=O)C=C2C(=O)O1,0.6
S1812,o1cnc2[nH]cnc12,0.97
S18120,O=C1C=NN2NC(=O)C(=O)OC2=C1,0.6
S18122,O=C1NN2N=CC(=O)C=C2C(=O)S1,0.6
S18124,O=C1C=NN2NC(=O)C(=O)SC2=C1,0.6
S18127,O=C1C=NN2NC=CC(=O)C2=C1,0.6
S18129,O=C1C=NN2NC=NC(=O)C2=C1,0.6
S1813,o1cnc2nccn12,0.94
S18134,O=C1C=NN2N=CNC(=O)C2=C1,0.61
S1814,o1cnc2cncn12,0.95
S1815,o1cnn2ccnc12,0.99
S18150,O=C1C=NN2N=NNC(=O)C2=C1,0.61
S1816,o1cnn2cncc12,0.99
S18166,O=C1C=NNC2=C1C(=O)C=NN2,0.86
S18167,O=C1C=NNC2=C1NN=CC2=O,0.92
S18169,O=C1C=NN2NN=CC(=O)C2=C1,0.6
S1817,c1nc2ncsc2[nH]1,0.97
S1818,c1nc2scnc2[nH]1,0.97
S18185,O=C1C=NN2NN=NC(=O)C2=C1,0.65
S1819,c1cn2scnc2n1,0.94
S18196,O=C1NC(=O)C2=C(NN=CC2=O)O1,0.77
